query_number,query,intent_number,intent_text,cliff_threshold,retention_threshold,cutoff_rank,reason,cliff_percentage,score_retention,universe_size,tool_reduction
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,6,60,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,6,70,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,6,75,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,6,80,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,6,85,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,6,90,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,7,50,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,7,60,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,7,70,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,7,75,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,7,80,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,7,85,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,7,90,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,8,50,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,8,60,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,8,70,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,8,75,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,8,80,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,8,85,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,8,90,2,cliff,9.395973154362416,98.65771812080537,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,10,50,121,cliff,10.234899328859061,52.348993288590606,122,0.008196721311475419
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,10,60,104,retention,,59.395973154362416,122,0.14754098360655743
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,10,70,72,retention,,69.79865771812081,122,0.4098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,10,75,38,retention,,74.83221476510067,122,0.6885245901639344
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,10,80,18,retention,,79.53020134228188,122,0.8524590163934427
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,10,85,7,retention,,83.22147651006712,122,0.9426229508196722
8,"Search for Nvidia news, create a report, and email it to Tom",1,Search for Nvidia news,10,90,2,retention,,89.26174496644296,122,0.9836065573770492
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,3,50,121,cliff,11.785714285714285,58.57142857142858,122,0.008196721311475419
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,3,60,119,retention,,59.285714285714285,122,0.024590163934426257
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,3,70,90,retention,,69.28571428571428,122,0.2622950819672131
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,3,75,71,retention,,74.64285714285714,122,0.4180327868852459
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,3,80,53,retention,,79.64285714285714,122,0.5655737704918034
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,3,85,29,retention,,84.64285714285714,122,0.7622950819672132
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,3,90,16,retention,,89.64285714285715,122,0.8688524590163934
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,4,50,121,cliff,11.785714285714285,58.57142857142858,122,0.008196721311475419
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,4,60,119,retention,,59.285714285714285,122,0.024590163934426257
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,4,70,90,retention,,69.28571428571428,122,0.2622950819672131
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,4,75,71,retention,,74.64285714285714,122,0.4180327868852459
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,4,80,53,retention,,79.64285714285714,122,0.5655737704918034
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,4,85,29,retention,,84.64285714285714,122,0.7622950819672132
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,4,90,16,retention,,89.64285714285715,122,0.8688524590163934
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,5,50,121,cliff,11.785714285714285,58.57142857142858,122,0.008196721311475419
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,5,60,119,retention,,59.285714285714285,122,0.024590163934426257
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,5,70,90,retention,,69.28571428571428,122,0.2622950819672131
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,5,75,71,retention,,74.64285714285714,122,0.4180327868852459
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,5,80,53,retention,,79.64285714285714,122,0.5655737704918034
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,5,85,29,retention,,84.64285714285714,122,0.7622950819672132
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,5,90,16,retention,,89.64285714285715,122,0.8688524590163934
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,6,50,121,cliff,11.785714285714285,58.57142857142858,122,0.008196721311475419
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,6,60,119,retention,,59.285714285714285,122,0.024590163934426257
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,6,70,90,retention,,69.28571428571428,122,0.2622950819672131
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,6,75,71,retention,,74.64285714285714,122,0.4180327868852459
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,6,80,53,retention,,79.64285714285714,122,0.5655737704918034
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,6,85,29,retention,,84.64285714285714,122,0.7622950819672132
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,6,90,16,retention,,89.64285714285715,122,0.8688524590163934
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,7,50,121,cliff,11.785714285714285,58.57142857142858,122,0.008196721311475419
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,7,60,119,retention,,59.285714285714285,122,0.024590163934426257
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,7,70,90,retention,,69.28571428571428,122,0.2622950819672131
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,7,75,71,retention,,74.64285714285714,122,0.4180327868852459
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,7,80,53,retention,,79.64285714285714,122,0.5655737704918034
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,7,85,29,retention,,84.64285714285714,122,0.7622950819672132
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,7,90,16,retention,,89.64285714285715,122,0.8688524590163934
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,8,50,121,cliff,11.785714285714285,58.57142857142858,122,0.008196721311475419
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,8,60,119,retention,,59.285714285714285,122,0.024590163934426257
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,8,70,90,retention,,69.28571428571428,122,0.2622950819672131
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,8,75,71,retention,,74.64285714285714,122,0.4180327868852459
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,8,80,53,retention,,79.64285714285714,122,0.5655737704918034
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,8,85,29,retention,,84.64285714285714,122,0.7622950819672132
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,8,90,16,retention,,89.64285714285715,122,0.8688524590163934
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,10,50,121,cliff,11.785714285714285,58.57142857142858,122,0.008196721311475419
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,10,60,119,retention,,59.285714285714285,122,0.024590163934426257
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,10,70,90,retention,,69.28571428571428,122,0.2622950819672131
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,10,75,71,retention,,74.64285714285714,122,0.4180327868852459
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,10,80,53,retention,,79.64285714285714,122,0.5655737704918034
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,10,85,29,retention,,84.64285714285714,122,0.7622950819672132
8,"Search for Nvidia news, create a report, and email it to Tom",2,create a report,10,90,16,retention,,89.64285714285715,122,0.8688524590163934
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,3,50,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,3,60,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,3,70,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,3,75,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,3,80,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,3,85,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,3,90,7,retention,,87.91208791208791,122,0.9426229508196722
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,4,50,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,4,60,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,4,70,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,4,75,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,4,80,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,4,85,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,4,90,7,retention,,87.91208791208791,122,0.9426229508196722
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,5,50,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,5,60,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,5,70,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,5,75,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,5,80,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,5,85,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,5,90,7,retention,,87.91208791208791,122,0.9426229508196722
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,6,50,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,6,60,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,6,70,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,6,75,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,6,80,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,6,85,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,6,90,7,retention,,87.91208791208791,122,0.9426229508196722
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,7,50,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,7,60,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,7,70,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,7,75,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,7,80,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,7,85,11,cliff,7.6923076923076925,85.16483516483517,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,7,90,7,retention,,87.91208791208791,122,0.9426229508196722
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,8,50,116,retention,,49.72527472527473,122,0.049180327868852514
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,8,60,70,retention,,59.89010989010989,122,0.42622950819672134
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,8,70,25,retention,,69.78021978021978,122,0.7950819672131147
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,8,75,14,retention,,74.72527472527473,122,0.8852459016393442
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,8,80,11,retention,,77.47252747252747,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,8,85,11,retention,,77.47252747252747,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,8,90,7,retention,,87.91208791208791,122,0.9426229508196722
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,10,50,116,retention,,49.72527472527473,122,0.049180327868852514
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,10,60,70,retention,,59.89010989010989,122,0.42622950819672134
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,10,70,25,retention,,69.78021978021978,122,0.7950819672131147
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,10,75,14,retention,,74.72527472527473,122,0.8852459016393442
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,10,80,11,retention,,77.47252747252747,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,10,85,11,retention,,77.47252747252747,122,0.9098360655737705
8,"Search for Nvidia news, create a report, and email it to Tom",3,email it to Tom,10,90,7,retention,,87.91208791208791,122,0.9426229508196722
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,3,50,4,cliff,3.4965034965034967,96.5034965034965,122,0.9672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,3,60,4,cliff,3.4965034965034967,96.5034965034965,122,0.9672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,3,70,4,cliff,3.4965034965034967,96.5034965034965,122,0.9672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,3,75,4,cliff,3.4965034965034967,96.5034965034965,122,0.9672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,3,80,4,cliff,3.4965034965034967,96.5034965034965,122,0.9672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,3,85,4,cliff,3.4965034965034967,96.5034965034965,122,0.9672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,3,90,4,cliff,3.4965034965034967,96.5034965034965,122,0.9672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,4,50,120,cliff,4.195804195804196,65.03496503496503,122,0.016393442622950838
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,4,60,120,cliff,4.195804195804196,65.03496503496503,122,0.016393442622950838
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,4,70,109,retention,,69.93006993006993,122,0.10655737704918034
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,4,75,98,retention,,74.82517482517483,122,0.19672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,4,80,67,retention,,79.37062937062937,122,0.4508196721311475
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,4,85,35,retention,,84.96503496503497,122,0.7131147540983607
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,4,90,13,retention,,89.16083916083916,122,0.8934426229508197
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,5,50,122,end,,,122,0.0
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,5,60,121,retention,,59.44055944055944,122,0.008196721311475419
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,5,70,109,retention,,69.93006993006993,122,0.10655737704918034
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,5,75,98,retention,,74.82517482517483,122,0.19672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,5,80,67,retention,,79.37062937062937,122,0.4508196721311475
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,5,85,35,retention,,84.96503496503497,122,0.7131147540983607
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,5,90,13,retention,,89.16083916083916,122,0.8934426229508197
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,6,50,122,end,,,122,0.0
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,6,60,121,retention,,59.44055944055944,122,0.008196721311475419
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,6,70,109,retention,,69.93006993006993,122,0.10655737704918034
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,6,75,98,retention,,74.82517482517483,122,0.19672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,6,80,67,retention,,79.37062937062937,122,0.4508196721311475
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,6,85,35,retention,,84.96503496503497,122,0.7131147540983607
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,6,90,13,retention,,89.16083916083916,122,0.8934426229508197
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,7,50,122,end,,,122,0.0
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,7,60,121,retention,,59.44055944055944,122,0.008196721311475419
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,7,70,109,retention,,69.93006993006993,122,0.10655737704918034
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,7,75,98,retention,,74.82517482517483,122,0.19672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,7,80,67,retention,,79.37062937062937,122,0.4508196721311475
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,7,85,35,retention,,84.96503496503497,122,0.7131147540983607
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,7,90,13,retention,,89.16083916083916,122,0.8934426229508197
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,8,50,122,end,,,122,0.0
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,8,60,121,retention,,59.44055944055944,122,0.008196721311475419
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,8,70,109,retention,,69.93006993006993,122,0.10655737704918034
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,8,75,98,retention,,74.82517482517483,122,0.19672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,8,80,67,retention,,79.37062937062937,122,0.4508196721311475
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,8,85,35,retention,,84.96503496503497,122,0.7131147540983607
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,8,90,13,retention,,89.16083916083916,122,0.8934426229508197
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,10,50,122,end,,,122,0.0
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,10,60,121,retention,,59.44055944055944,122,0.008196721311475419
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,10,70,109,retention,,69.93006993006993,122,0.10655737704918034
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,10,75,98,retention,,74.82517482517483,122,0.19672131147540983
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,10,80,67,retention,,79.37062937062937,122,0.4508196721311475
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,10,85,35,retention,,84.96503496503497,122,0.7131147540983607
9,Schedule a meeting with Tom,1,Schedule a meeting with Tom,10,90,13,retention,,89.16083916083916,122,0.8934426229508197
10,Get my leave applications,1,Get my leave applications,3,50,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,3,60,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,3,70,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,3,75,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,3,80,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,3,85,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,3,90,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,4,50,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,4,60,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,4,70,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,4,75,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,4,80,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,4,85,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,4,90,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,5,50,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,5,60,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,5,70,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,5,75,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,5,80,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,5,85,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,5,90,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,6,50,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,6,60,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,6,70,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,6,75,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,6,80,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,6,85,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,6,90,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,7,50,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,7,60,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,7,70,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,7,75,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,7,80,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,7,85,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,7,90,1,cliff,7.391304347826087,100.0,122,0.9918032786885246
10,Get my leave applications,1,Get my leave applications,8,50,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,8,60,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,8,70,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,8,75,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,8,80,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,8,85,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,8,90,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,10,50,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,10,60,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,10,70,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,10,75,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,10,80,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,10,85,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
10,Get my leave applications,1,Get my leave applications,10,90,4,cliff,17.82608695652174,90.8695652173913,122,0.9672131147540983
11,Submit a leave application,1,Submit a leave application,3,50,2,cliff,3.4934497816593884,97.81659388646288,122,0.9836065573770492
